1,valid,,0.00082,0.00051,0.00142,0.00075,0.00252,0.00111
1,test,,0.00046,0.00033,0.00133,0.00078,0.00269,0.00136
2,valid,,0.03482,0.02615,0.05555,0.03484,0.08017,0.0431
2,test,,0.03587,0.0327,0.05573,0.04342,0.08047,0.0542
3,valid,,0.0904,0.0755,0.14042,0.09607,0.19477,0.11413
3,test,,0.09527,0.09977,0.13723,0.1221,0.19069,0.14509
4,valid,,0.10981,0.09536,0.16595,0.1181,0.23398,0.14062
4,test,,0.11462,0.12398,0.16194,0.14918,0.22623,0.17658
5,valid,,0.11574,0.10153,0.17392,0.1252,0.24665,0.14933
5,test,,0.11931,0.1316,0.16819,0.15747,0.23822,0.18732
6,valid,,0.1211,0.10604,0.17747,0.12896,0.25155,0.15345
6,test,,0.1233,0.13638,0.17372,0.16294,0.24502,0.19338
7,valid,,0.12299,0.10777,0.17918,0.13075,0.25305,0.15511
7,test,,0.12582,0.13891,0.17785,0.16617,0.24851,0.1964
8,valid,,0.12555,0.11,0.18253,0.13319,0.25496,0.15716
8,test,,0.128,0.14329,0.18174,0.17158,0.25133,0.20117
9,valid,,0.12734,0.11171,0.18381,0.13474,0.25664,0.1588
9,test,,0.12908,0.14528,0.18298,0.17388,0.25411,0.20404
10,valid,,0.1285,0.11362,0.18521,0.1367,0.26092,0.16182
10,test,,0.13107,0.14718,0.18547,0.17595,0.25659,0.20616
11,valid,,0.12966,0.11458,0.18816,0.13837,0.26361,0.16345
11,test,,0.13211,0.14884,0.18729,0.17802,0.26088,0.20927
12,valid,,0.1308,0.11579,0.19034,0.14,0.26759,0.16559
12,test,,0.13314,0.15018,0.18985,0.18024,0.26229,0.21105
13,valid,,0.13232,0.11641,0.19294,0.14105,0.26987,0.16651
13,test,,0.13393,0.15108,0.19043,0.18099,0.2627,0.21198
14,valid,,0.13382,0.11852,0.19572,0.14358,0.27069,0.16839
14,test,,0.13549,0.15212,0.19286,0.18239,0.26502,0.21327
15,valid,,0.13483,0.11867,0.19562,0.14346,0.27124,0.16856
15,test,,0.1354,0.15329,0.19457,0.18453,0.26684,0.21538
16,valid,,0.13565,0.11957,0.19756,0.14483,0.27247,0.16969
16,test,,0.13677,0.15361,0.1948,0.18429,0.26815,0.21564
17,valid,,0.13546,0.11935,0.19661,0.14447,0.27401,0.17005
17,test,,0.13807,0.15455,0.19573,0.18507,0.26861,0.21628
18,valid,,0.13728,0.12075,0.19705,0.14524,0.27568,0.1712
18,test,,0.13835,0.1554,0.19663,0.18637,0.27188,0.21837
19,valid,,0.13759,0.12107,0.19871,0.14608,0.27734,0.17206
19,test,,0.13849,0.15551,0.19659,0.18649,0.2732,0.21904
20,valid,,0.1378,0.12125,0.19955,0.14645,0.27799,0.17239
20,test,,0.1392,0.1561,0.19757,0.18717,0.27442,0.21992
