1,valid,,0.02581,0.02027,0.04341,0.02626,0.07105,0.03459
1,test,,0.01805,0.02126,0.03148,0.02616,0.05232,0.03399
2,valid,,0.02681,0.02089,0.0453,0.02711,0.07324,0.0355
2,test,,0.01832,0.02151,0.03263,0.02675,0.05335,0.03457
3,valid,,0.02733,0.02128,0.04543,0.02739,0.07466,0.03616
3,test,,0.01898,0.02196,0.03292,0.02709,0.05512,0.03544
4,valid,,0.02713,0.02097,0.04559,0.02726,0.07535,0.03614
4,test,,0.01911,0.0218,0.03329,0.02699,0.05591,0.03548
5,valid,,0.0271,0.02116,0.04654,0.02775,0.07548,0.03644
5,test,,0.01915,0.02196,0.03362,0.02733,0.05668,0.03604
6,valid,,0.02733,0.02133,0.04706,0.02804,0.07662,0.03686
6,test,,0.01908,0.02207,0.03355,0.02738,0.05676,0.03616
7,valid,,0.02731,0.02136,0.04681,0.02797,0.07743,0.03715
7,test,,0.01877,0.02185,0.03388,0.02747,0.05666,0.0361
8,valid,,0.02741,0.02124,0.04725,0.02795,0.07794,0.03714
8,test,,0.01919,0.02222,0.03364,0.02754,0.05748,0.03656
9,valid,,0.02849,0.02189,0.04763,0.02839,0.07783,0.03739
9,test,,0.01957,0.02258,0.03399,0.02786,0.0567,0.03643
10,valid,,0.02793,0.02202,0.04766,0.02873,0.07863,0.03797
10,test,,0.01964,0.02288,0.03414,0.02817,0.05732,0.03693
11,valid,,0.02818,0.02231,0.04697,0.02866,0.08074,0.03871
11,test,,0.01971,0.0231,0.03366,0.02809,0.05824,0.03746
12,valid,,0.02932,0.02296,0.04802,0.02922,0.08034,0.03885
12,test,,0.02009,0.02358,0.03459,0.02873,0.05819,0.03765
13,valid,,0.02908,0.02272,0.04831,0.02921,0.08011,0.0387
13,test,,0.02005,0.02345,0.03485,0.02881,0.05775,0.03746
14,valid,,0.02922,0.02271,0.04847,0.02921,0.08,0.03863
14,test,,0.02019,0.02355,0.03495,0.02888,0.05845,0.03771
15,valid,,0.02924,0.02323,0.04872,0.0298,0.08119,0.03948
15,test,,0.02024,0.02377,0.03517,0.02915,0.05941,0.0383
16,valid,,0.02984,0.02327,0.04934,0.02983,0.08189,0.03957
16,test,,0.02063,0.02384,0.03531,0.0291,0.05984,0.03837
17,valid,,0.03059,0.02369,0.05013,0.03028,0.08255,0.03997
17,test,,0.02083,0.02412,0.03561,0.02942,0.05988,0.0386
18,valid,,0.03056,0.02378,0.05042,0.03054,0.0832,0.04031
18,test,,0.02096,0.02403,0.03613,0.02954,0.06012,0.03864
19,valid,,0.03065,0.02376,0.05073,0.03063,0.08335,0.04034
19,test,,0.0212,0.02434,0.03675,0.03001,0.06015,0.03893
20,valid,,0.03074,0.02364,0.05068,0.03039,0.08415,0.04037
20,test,,0.02142,0.02444,0.03669,0.03004,0.06182,0.0396
