1,valid,,0.09645,0.06573,0.14274,0.07945,0.20751,0.09576
1,test,,0.09559,0.10587,0.13735,0.11737,0.19275,0.13476
2,valid,,0.09947,0.06812,0.14647,0.08199,0.21475,0.09921
2,test,,0.0981,0.10863,0.14062,0.12021,0.19877,0.13848
3,valid,,0.1012,0.06891,0.15008,0.08335,0.22048,0.10109
3,test,,0.10062,0.11111,0.14311,0.12261,0.20151,0.14083
4,valid,,0.10268,0.07005,0.15158,0.08443,0.22142,0.10216
4,test,,0.10077,0.11169,0.14444,0.12365,0.20215,0.14172
5,valid,,0.10352,0.07079,0.15424,0.08572,0.22417,0.10342
5,test,,0.10137,0.11217,0.14475,0.12399,0.20419,0.14269
6,valid,,0.10389,0.07114,0.15531,0.0863,0.22655,0.10428
6,test,,0.1024,0.11334,0.14628,0.12536,0.20577,0.14403
7,valid,,0.10542,0.072,0.15632,0.08703,0.227,0.10489
7,test,,0.1027,0.11325,0.14711,0.12551,0.20754,0.14451
8,valid,,0.10597,0.07216,0.15621,0.08688,0.22828,0.10514
8,test,,0.10284,0.1134,0.14728,0.1257,0.2069,0.14453
9,valid,,0.10656,0.07235,0.15841,0.08757,0.22935,0.10557
9,test,,0.10393,0.11445,0.14847,0.12666,0.20817,0.14551
10,valid,,0.10635,0.07244,0.15808,0.08771,0.23006,0.10593
10,test,,0.10408,0.11439,0.14828,0.12651,0.20901,0.14561
11,valid,,0.10643,0.07251,0.15878,0.08785,0.23122,0.10617
11,test,,0.1045,0.11474,0.14895,0.1269,0.20903,0.14585
12,valid,,0.10767,0.07314,0.15984,0.08845,0.23248,0.10687
12,test,,0.10498,0.11549,0.14915,0.1276,0.2102,0.14678
13,valid,,0.10646,0.07283,0.15907,0.08839,0.23183,0.10675
13,test,,0.10485,0.11561,0.14928,0.12773,0.20998,0.14689
14,valid,,0.10728,0.07316,0.15974,0.08864,0.23224,0.10695
14,test,,0.10537,0.1158,0.14937,0.12784,0.21094,0.14722
15,valid,,0.108,0.07346,0.16121,0.08912,0.23357,0.10748
15,test,,0.10554,0.11592,0.15073,0.12835,0.21165,0.14756
16,valid,,0.10776,0.07349,0.16123,0.08918,0.23429,0.10773
16,test,,0.10611,0.11657,0.15116,0.12886,0.21178,0.14792
17,valid,,0.10844,0.07366,0.16176,0.08932,0.23395,0.10764
17,test,,0.1056,0.1163,0.1508,0.12874,0.21254,0.1482
18,valid,,0.10892,0.07416,0.16138,0.0896,0.23467,0.10814
18,test,,0.10613,0.11686,0.15109,0.12918,0.21296,0.14866
19,valid,,0.10852,0.07405,0.16184,0.08974,0.23574,0.10843
19,test,,0.10598,0.11665,0.15097,0.12903,0.21292,0.14856
20,valid,,0.10945,0.07449,0.16284,0.09012,0.23705,0.10883
20,test,,0.10642,0.11686,0.15163,0.12929,0.21304,0.14866
